2.43,2.42,8.35,6.6,2.66,1.43,1.8,2.39,2.0
2.46,2.42,8.76,5.92,2.41,1.5,1.8,2.42,2.0
2.43,2.37,8.81,5.87,2.4,1.5,1.67,2.25,2.0
2.35,2.33,9.03,6.36,2.61,1.43,1.67,2.25,2.0
2.33,2.24,9.0,6.76,2.61,1.28,1.67,2.24,2.0
2.68,2.24,9.11,10.08,2.85,1.36,1.66,2.6,2.0
2.77,2.06,9.09,10.34,2.53,1.2,1.79,2.57,2.0
2.77,2.06,8.04,10.28,2.57,1.22,1.79,2.56,2.0
2.84,2.06,8.52,11.28,2.76,1.16,1.77,2.19,2.0
2.7,2.06,8.66,11.32,2.62,1.16,1.7,2.0,2.0
2.84,2.0,8.99,11.91,3.29,1.34,1.7,1.99,2.0
2.84,2.0,9.13,11.69,3.32,1.4,1.58,2.1,2.0
2.9,1.9,9.12,11.79,3.35,1.4,1.52,2.37,2.0
2.87,1.94,8.96,12.27,3.58,1.55,1.45,2.32,2.0
2.84,1.83,8.93,12.59,3.58,1.53,1.6,2.31,2.0
2.84,1.82,8.84,13.59,3.56,1.48,1.82,2.59,2.0
2.84,1.83,8.75,13.65,3.7,1.48,1.77,2.59,2.0
2.81,1.7,7.55,14.43,3.91,1.48,1.76,2.59,2.0
2.81,1.58,7.09,14.71,3.91,1.5,1.82,2.66,2.0
2.94,1.32,7.08,14.69,3.86,1.45,1.75,2.66,2.0
2.94,1.3,7.2,14.71,3.86,1.5,1.67,2.65,2.0
3.11,1.4,6.98,15.04,3.86,1.45,1.79,3.74,2.0
3.23,1.4,6.87,15.05,4.09,1.45,1.8,3.74,2.0
3.29,1.38,6.57,15.01,3.94,1.47,1.8,3.8,2.0
3.32,1.38,6.51,14.83,3.94,1.6,1.84,3.8,2.0
3.07,1.52,6.46,12.86,3.71,1.67,1.84,3.58,2.0
2.87,1.52,6.49,13.18,3.73,1.67,1.73,3.58,2.0
2.93,1.52,6.4,13.2,3.71,1.72,1.73,3.83,2.0
3.15,1.47,5.7,12.35,3.49,1.76,1.79,3.92,2.0
3.34,1.6,5.77,12.16,3.65,1.87,1.86,3.89,2.0
3.25,1.55,5.33,11.69,3.08,1.8,1.9,3.95,2.0
3.36,1.53,5.18,12.57,3.12,1.75,1.9,3.95,2.0
3.27,1.58,5.22,12.67,3.12,1.73,1.91,3.79,2.0
3.27,1.52,5.24,12.28,4.05,2.09,1.96,3.79,2.0
3.34,1.52,5.61,11.98,4.14,2.37,1.9,3.9,2.0
3.33,1.53,5.59,10.71,4.28,2.37,1.69,3.72,2.0
3.62,1.53,6.01,11.08,4.16,2.4,1.69,3.71,2.0
3.62,1.55,5.81,10.15,3.94,2.41,1.7,3.73,2.0
3.44,1.53,5.87,9.59,3.91,2.44,2.27,4.79,2.0
3.33,1.58,6.2,9.65,3.91,2.44,2.24,4.81,2.0
3.44,1.64,6.16,9.7,3.92,2.4,2.19,4.81,2.0
3.38,1.52,6.03,10.92,4.08,2.4,2.09,4.0,2.0
3.26,1.45,5.89,11.18,3.96,2.4,2.12,4.1,2.0
3.26,1.47,5.92,11.29,3.96,2.43,2.21,4.07,2.0
3.5,1.48,5.96,11.63,4.34,2.43,2.21,4.07,2.0
3.47,1.34,5.84,11.57,4.42,2.35,2.22,4.07,2.0
3.53,1.6,5.82,11.11,4.4,2.35,2.26,4.07,2.0
3.44,1.6,5.19,11.27,4.49,2.31,2.27,3.85,2.0
3.36,1.6,5.41,12.77,4.52,2.27,2.32,3.85,2.0
3.18,1.45,5.77,13.04,4.43,2.18,2.4,3.98,2.0
3.15,1.43,5.67,13.08,4.41,2.18,2.37,3.93,2.0
3.15,1.45,5.63,12.5,4.38,2.18,2.37,3.88,2.0
3.32,1.38,5.6,12.39,4.38,2.22,2.37,3.88,2.0
3.34,1.45,5.58,12.31,3.4,1.79,2.33,3.97,2.0
3.54,1.5,5.22,12.22,3.4,1.47,2.39,4.1,2.0
3.56,1.5,5.87,12.7,3.24,1.52,2.47,4.07,2.0
3.23,1.63,5.78,12.6,3.4,1.52,2.46,4.07,2.0
3.35,1.61,5.82,12.63,3.43,1.57,2.46,4.15,2.0
3.41,1.63,5.78,12.9,3.49,1.57,1.9,2.76,2.0
3.47,1.57,5.58,12.85,3.52,1.55,1.9,2.94,2.0
3.42,1.57,5.49,13.22,3.5,1.57,1.91,2.94,2.0
3.33,1.57,5.9,12.06,3.44,1.61,1.96,2.93,2.0
3.44,1.58,5.9,14.54,5.57,1.95,1.96,2.8,2.0
3.38,1.58,5.87,14.27,5.6,2.01,1.84,2.85,2.0
3.29,1.57,5.94,14.01,5.43,1.9,1.84,3.05,2.0
3.32,1.55,6.23,14.35,5.37,1.9,1.95,3.05,2.0
3.26,1.28,6.22,14.21,5.39,2.0,1.91,3.25,2.0
3.26,1.22,6.22,14.08,5.35,2.1,1.95,3.25,2.0
3.07,1.28,6.68,12.95,5.39,2.11,1.88,3.12,2.0
3.07,1.3,6.32,13.23,5.42,2.11,1.67,2.99,2.0
3.09,1.3,6.38,13.07,5.58,2.06,1.79,3.06,2.0
2.99,1.3,6.48,12.8,5.6,2.07,1.79,3.05,2.0
2.99,1.32,6.51,12.71,5.59,2.07,1.77,3.05,2.0
2.96,1.26,6.59,12.68,5.52,2.07,1.77,2.92,2.0
2.72,1.26,6.95,12.68,5.45,2.02,1.66,2.61,2.0
2.72,1.32,7.04,12.34,5.45,1.99,1.58,2.58,2.0
2.77,1.14,6.8,12.05,5.34,2.05,1.58,2.58,2.0
2.63,1.22,6.86,12.38,5.69,2.0,1.63,2.42,2.0
2.69,1.22,6.8,12.21,5.69,1.95,1.69,2.47,2.0
2.65,1.24,7.19,13.16,5.71,1.96,1.69,2.2,2.0
2.65,1.34,7.3,13.01,5.81,1.96,1.69,2.2,2.0
2.65,1.4,6.82,12.74,5.81,1.91,1.63,2.2,2.0
2.73,1.4,6.77,9.58,3.74,1.69,1.7,2.2,2.0
2.74,1.45,6.78,9.53,3.85,1.57,1.7,2.11,2.0
2.74,1.47,6.75,9.56,3.69,1.57,1.66,1.8,2.0
2.74,1.48,6.47,9.0,3.69,1.55,1.53,1.8,2.0
2.87,1.53,6.57,9.13,3.66,1.41,1.53,1.41,2.0
2.84,1.53,6.55,9.17,3.6,1.26,1.48,1.47,2.0
2.83,1.61,5.98,8.94,3.49,1.26,1.43,1.47,2.0
2.86,1.61,5.79,8.24,3.38,1.26,1.43,1.32,2.0
2.86,1.67,5.99,8.28,3.17,1.26,1.34,1.14,2.0
2.84,1.67,5.84,8.27,3.11,1.26,1.4,1.14,2.0
2.69,1.66,5.95,8.36,3.11,1.26,1.47,1.16,2.0
2.73,1.66,5.87,8.48,3.22,1.24,1.45,1.16,2.0
2.73,1.73,5.71,8.53,3.22,1.32,1.45,1.16,2.0
2.77,1.73,5.4,8.22,3.19,1.38,1.4,1.16,2.0
2.77,1.73,5.34,8.26,3.19,1.28,1.47,1.32,2.0
2.77,1.69,5.27,7.58,2.57,1.36,1.41,2.05,2.0
2.63,1.69,6.12,10.75,2.57,1.52,1.34,1.99,2.0
2.67,1.69,5.62,9.65,2.57,1.52,1.32,2.0,2.0
2.67,1.57,5.67,9.31,2.36,1.57,1.47,2.0,2.0
2.64,1.5,5.67,9.89,2.45,1.7,1.48,2.01,2.0
2.48,1.55,6.02,10.77,2.66,1.57,1.34,2.0,2.0
2.51,1.5,6.07,11.12,2.42,1.57,1.36,1.99,2.0
2.51,1.5,6.26,11.06,2.57,1.57,1.34,2.02,2.0
2.56,1.5,6.26,11.73,2.97,1.58,1.4,2.27,2.0
2.56,1.58,6.41,11.73,2.98,1.58,1.38,2.28,2.0
2.6,1.58,9.44,12.67,3.06,1.63,1.63,2.28,2.0
2.61,1.45,9.38,12.76,3.12,1.63,1.75,2.32,2.0
2.58,1.5,9.38,12.72,3.13,1.67,1.86,2.41,2.0
2.63,1.43,9.23,12.72,3.09,1.8,1.8,2.45,2.0
2.7,1.43,9.3,12.72,3.28,1.8,1.76,2.46,2.0
2.77,1.43,9.21,12.93,3.96,1.96,2.17,2.54,2.0
2.77,1.57,10.04,12.83,3.87,1.96,2.17,2.54,2.0
2.83,1.41,9.89,13.04,3.89,1.91,2.16,2.62,2.0
2.83,1.34,9.63,13.01,3.91,1.87,2.16,2.62,2.0
2.83,1.5,10.05,13.25,4.06,1.83,2.11,2.57,2.0
2.84,1.5,10.04,13.46,4.22,1.79,2.11,2.09,2.0
2.84,1.5,9.7,11.06,4.2,1.67,2.11,2.05,2.0
2.76,1.5,9.66,11.13,4.14,1.72,2.16,2.09,2.0
2.68,1.48,9.58,11.36,4.17,1.67,2.06,2.18,2.0
2.72,1.55,9.68,12.01,4.02,1.55,2.1,2.18,2.0
2.67,1.5,9.51,11.18,3.89,1.57,2.09,2.18,2.0
2.72,1.73,10.67,11.24,3.88,1.57,2.09,2.22,2.0
2.52,1.73,10.56,11.28,3.83,1.8,2.13,2.36,2.0
2.47,1.73,10.54,10.82,3.53,1.84,2.13,2.12,2.0
2.31,1.61,10.42,10.89,3.52,1.88,2.14,2.12,2.0
2.27,1.61,7.83,10.08,3.52,1.88,2.0,2.18,2.0
2.36,1.61,7.94,10.08,3.46,1.99,2.09,2.24,2.0
2.36,1.55,8.04,10.02,3.57,1.94,1.97,2.18,2.0
2.36,1.61,8.38,9.92,3.57,1.87,2.02,2.14,2.0
2.43,1.61,8.31,10.12,3.46,1.91,2.02,2.24,2.0
2.3,1.63,8.33,9.76,2.86,1.82,1.58,2.18,2.0
2.26,1.5,7.32,9.76,2.85,1.82,1.6,2.21,2.0
3.22,1.64,7.35,9.54,2.82,1.87,1.66,3.24,2.0
3.27,1.7,7.43,9.85,2.79,1.86,1.66,3.3,2.0
3.27,1.58,7.27,9.69,2.6,1.9,1.72,3.28,2.0
3.27,1.57,7.29,9.44,2.49,1.9,1.72,3.26,2.0
3.27,1.55,7.15,9.38,2.46,1.88,1.72,3.26,2.0
3.3,1.53,7.21,9.23,2.46,1.88,1.67,3.23,2.0
3.29,1.6,7.64,8.96,2.38,1.88,1.67,3.17,2.0
3.26,1.67,11.83,8.17,2.42,1.88,1.67,3.23,2.0
3.26,1.66,11.8,9.86,2.54,1.88,1.73,3.23,2.0
3.19,1.47,11.05,9.37,2.55,1.88,1.73,3.21,2.0
3.17,1.45,11.03,9.37,2.5,1.67,1.73,3.09,2.0
3.15,1.45,11.06,9.09,2.47,1.63,1.67,3.07,2.0
3.17,1.43,11.08,9.26,2.51,1.57,1.66,3.19,2.0
3.17,1.48,11.1,8.86,2.46,1.52,1.61,3.15,2.0
3.1,1.48,11.02,8.68,2.49,1.36,1.36,3.08,2.0
3.12,1.55,10.94,8.72,2.33,1.38,1.38,3.08,2.0
3.06,1.48,10.78,8.88,2.33,1.47,1.38,3.11,2.0
2.92,1.48,10.8,9.63,2.28,1.55,1.43,3.07,2.0
2.9,1.48,10.96,9.64,2.0,1.4,1.38,3.04,2.0
2.97,1.47,10.94,10.93,2.29,1.41,1.38,3.14,2.0
1.69,1.3,10.92,10.99,2.39,1.36,1.3,1.96,2.0
1.5,1.22,11.37,10.8,2.38,1.38,1.28,1.9,2.0
1.36,1.22,11.28,10.63,2.33,1.32,1.2,1.9,2.0
1.41,1.66,13.47,10.57,2.06,1.3,1.18,1.94,2.0
1.41,1.66,13.42,10.52,2.06,1.32,1.18,2.22,2.0
1.61,1.79,14.25,10.84,2.35,1.32,1.77,2.99,2.0
1.67,1.79,14.08,10.79,2.43,1.32,1.76,3.02,2.0
1.67,1.67,11.14,10.3,2.39,1.32,1.83,3.07,2.0
1.63,1.69,11.24,9.84,2.26,1.3,1.77,3.08,2.0
1.64,1.64,11.03,10.88,3.17,1.36,1.82,3.11,2.0
1.76,1.7,11.03,11.01,3.21,1.34,1.82,3.1,2.0
1.76,1.75,11.0,11.03,3.21,1.34,2.02,3.16,2.0
2.47,1.8,11.33,10.78,3.3,1.36,2.07,4.05,2.0
2.63,1.75,11.27,10.97,3.39,1.41,2.11,4.4,2.0
5.77,1.73,11.33,10.93,3.54,1.48,2.11,4.93,2.0
5.87,2.14,11.32,10.92,3.96,1.53,2.11,4.93,2.0
6.07,2.94,11.22,10.81,4.16,1.45,2.17,5.04,2.0
6.21,3.01,11.25,10.24,4.16,1.36,2.22,5.69,2.0
6.21,3.03,11.09,10.27,4.21,1.63,2.21,5.69,2.0
6.24,3.11,11.23,9.06,4.08,1.63,2.21,5.62,2.0
6.38,3.23,11.72,9.22,4.03,1.67,2.26,5.66,2.0
6.38,3.24,11.55,9.45,4.04,1.67,2.27,5.64,2.0
6.39,3.26,11.43,9.45,4.04,1.79,2.28,5.66,2.0
6.57,3.1,8.79,9.76,4.14,1.91,2.29,5.68,2.0
6.75,3.13,8.81,10.63,4.22,1.91,2.3,5.68,2.0
6.78,3.44,7.36,11.5,4.08,1.87,1.88,5.39,2.0
6.78,3.85,7.76,12.11,4.12,1.91,1.94,5.37,2.0
7.07,4.24,10.08,12.01,4.15,1.91,1.83,5.33,2.0
7.16,4.89,10.08,11.09,4.15,1.91,1.83,5.33,2.0
7.21,4.89,11.42,10.06,3.49,1.86,1.77,5.32,2.0
7.19,4.89,11.63,11.68,3.61,1.91,1.73,5.39,2.0
7.19,4.88,11.65,11.93,3.77,1.91,1.48,5.35,2.0
6.96,4.86,11.3,12.07,3.77,1.91,1.41,4.63,2.0
6.92,4.88,11.31,11.97,3.67,1.87,1.34,4.32,2.0
4.63,4.93,11.31,13.03,3.83,1.87,1.48,4.11,2.0
4.49,4.79,12.52,13.11,3.39,1.82,1.48,4.11,2.0
4.22,4.44,12.8,13.23,3.15,1.77,1.34,3.98,2.0
4.0,4.59,13.13,13.0,3.19,1.72,1.24,2.97,2.0
4.05,4.59,13.18,13.58,3.19,1.61,1.32,3.1,2.0
4.05,4.54,13.09,13.49,3.19,1.66,1.38,3.38,2.0
3.83,4.59,12.75,13.35,3.21,1.83,1.32,3.43,2.0
3.8,4.59,12.5,13.44,3.23,1.87,1.32,3.49,2.0
3.83,4.59,12.52,13.61,3.23,1.8,1.38,3.57,2.0
3.56,4.58,12.48,13.57,3.18,1.67,1.43,3.57,2.0
3.39,4.56,12.47,12.91,3.18,1.67,1.48,3.42,2.0
3.2,4.29,12.45,11.85,3.2,1.72,1.48,3.33,2.0
3.18,3.92,12.24,11.49,3.2,1.72,1.48,3.59,2.0
2.5,3.49,10.08,11.54,3.17,2.31,1.48,3.53,2.0
2.25,2.49,10.05,11.61,3.17,2.67,1.55,3.54,2.0
2.07,2.49,8.36,11.63,3.18,2.82,1.69,3.54,2.0
2.07,2.46,9.44,9.92,2.97,2.79,1.69,3.45,2.0
2.17,2.45,9.61,9.65,2.77,2.92,1.7,3.46,2.0
2.21,2.53,9.68,9.56,2.77,2.92,1.7,3.45,2.0
2.27,2.58,9.83,9.5,2.77,2.95,1.76,3.39,2.0
2.37,2.49,9.79,7.99,2.45,2.92,1.63,2.89,2.0
2.41,2.4,8.3,10.92,2.6,2.96,1.63,2.86,2.0
2.4,2.27,7.88,10.96,2.79,3.02,1.63,2.86,2.0
2.4,2.04,11.16,11.53,3.02,3.1,1.58,2.86,2.0
2.4,2.0,11.1,10.83,2.95,3.03,1.53,2.76,2.0
2.22,2.0,11.06,11.02,3.05,3.01,1.48,2.42,2.0
2.22,2.0,11.83,10.91,3.22,2.88,1.53,2.51,2.0
2.4,2.0,11.96,10.63,3.19,2.85,1.53,2.43,2.0
2.3,2.65,11.96,10.48,3.19,2.83,1.48,2.3,2.0
2.25,2.64,12.01,10.28,3.11,2.91,1.41,2.3,2.0
1.95,2.66,12.01,10.29,3.06,2.93,1.5,2.3,2.0
1.96,2.74,12.4,10.89,3.31,2.91,1.5,2.27,2.0
1.96,3.12,13.06,11.27,3.38,2.88,1.43,1.84,2.0
1.92,3.13,13.01,11.84,3.38,2.42,1.43,1.86,2.0
1.92,3.13,12.94,11.87,3.61,2.12,1.43,1.86,2.0
1.92,3.15,12.99,11.91,3.71,1.94,1.26,2.05,2.0
1.99,3.18,12.03,11.82,3.87,1.94,1.32,2.05,2.0
1.92,3.25,11.88,11.79,3.87,1.73,1.3,2.22,2.0
1.99,3.18,12.33,11.66,3.77,1.73,1.32,2.24,2.0
1.87,3.11,12.22,11.63,3.82,1.69,1.26,2.24,2.0
1.75,3.12,12.22,11.94,3.72,1.73,1.28,2.22,2.0
2.02,3.71,12.4,10.65,3.85,1.69,1.34,2.22,2.0
2.02,3.71,12.58,12.27,4.01,1.55,1.4,2.22,2.0
2.02,3.77,9.4,11.76,3.8,1.41,1.38,2.18,2.0
1.92,3.79,9.38,11.87,3.81,1.47,1.36,2.14,2.0
1.97,3.79,9.42,11.71,3.87,1.6,1.61,2.24,2.0
2.07,3.63,8.29,11.73,3.81,2.22,1.57,2.24,2.0
1.88,3.65,8.06,11.73,3.81,2.31,1.57,2.24,2.0
2.09,3.19,7.96,11.71,3.81,2.3,1.55,2.19,2.0
2.09,3.19,8.13,12.42,3.91,2.25,1.79,2.19,2.0
2.1,3.19,8.13,12.46,3.91,2.38,1.66,2.19,2.0
2.37,3.15,10.68,12.4,3.73,2.38,1.66,2.56,2.0
2.4,2.74,9.71,11.81,3.57,2.37,1.66,2.56,2.0
2.43,2.74,9.88,11.19,3.58,2.41,1.66,2.59,2.0
2.43,2.74,10.22,11.08,3.32,2.36,1.61,2.73,2.0
2.43,2.74,10.25,11.22,3.2,2.35,1.63,2.59,2.0
2.38,2.71,10.4,11.27,3.01,2.38,1.58,2.56,2.0
2.43,2.64,10.53,13.55,4.84,2.72,1.64,2.44,2.0
2.59,2.86,9.91,13.56,4.85,2.85,1.63,2.47,2.0
2.59,2.85,9.89,13.91,4.88,2.88,1.63,2.46,2.0
2.59,2.92,9.87,13.72,4.9,3.06,1.75,2.47,2.0
2.43,2.13,9.62,12.63,4.73,3.05,1.69,2.5,2.0
2.67,2.13,9.43,10.87,4.56,3.18,1.97,3.48,2.0
2.71,1.94,9.3,10.93,4.62,3.24,1.99,3.54,2.0
2.71,2.45,9.34,10.79,4.62,3.24,2.04,3.6,2.0
2.71,2.69,9.51,11.46,4.57,3.17,1.83,3.56,2.0
2.71,2.83,9.51,11.47,4.48,2.84,1.87,3.41,2.0
2.71,2.8,9.54,12.13,4.82,3.07,1.91,3.47,2.0
2.56,3.01,9.54,12.33,5.14,3.07,1.91,3.47,2.0
2.56,3.14,9.34,12.12,5.1,3.05,1.7,3.44,2.0
2.7,3.11,9.35,12.29,5.3,2.92,1.83,3.58,2.0
2.5,3.21,5.45,11.83,5.42,2.99,1.83,3.33,2.0
2.55,3.32,5.43,11.83,5.44,3.07,1.83,3.33,2.0
2.66,3.32,5.63,11.82,5.43,3.16,1.94,3.42,2.0
2.69,3.32,5.19,11.87,5.45,3.13,1.94,3.3,2.0
2.72,3.29,5.09,12.13,5.45,3.13,1.94,3.29,2.0
2.83,3.29,4.77,12.08,5.45,3.11,2.04,3.35,2.0
2.89,3.29,4.57,9.39,3.91,2.81,2.0,3.35,2.0
2.67,3.16,4.88,9.54,3.9,2.66,2.0,3.32,2.0
2.68,3.16,4.9,9.78,3.9,2.63,2.0,3.35,2.0
2.69,3.1,4.98,9.99,4.03,2.38,1.88,3.41,2.0
2.62,3.16,6.91,10.08,4.06,2.47,1.88,3.39,2.0
2.41,3.16,6.83,10.29,3.99,2.31,1.76,2.33,2.0
2.41,3.81,6.92,10.55,3.89,2.22,1.87,2.5,2.0
2.49,3.49,6.88,10.58,3.94,2.19,1.82,2.41,2.0
2.54,3.31,6.64,10.34,3.94,2.2,1.82,2.46,2.0
2.49,3.19,6.73,12.42,4.33,2.28,1.88,2.58,2.0
2.82,3.22,6.76,11.93,4.17,1.86,1.84,2.5,2.0
2.85,3.02,6.84,11.75,3.79,1.9,1.86,2.51,2.0
2.85,2.88,9.11,11.21,3.73,1.94,1.9,2.51,2.0
2.72,2.87,9.11,11.51,3.38,1.97,1.77,2.29,2.0
2.91,2.77,9.29,11.52,3.18,1.97,1.77,2.38,2.0
2.97,2.7,9.87,11.55,3.27,2.06,1.79,2.37,2.0
2.86,2.77,10.5,16.23,5.19,2.17,2.0,2.29,2.0
2.86,2.77,10.5,16.4,5.21,2.18,2.04,2.33,2.0
2.97,2.81,10.5,16.27,5.32,2.36,2.07,2.38,2.0
2.91,2.81,10.52,16.34,5.32,2.39,2.16,2.77,2.0
2.98,3.33,12.43,16.36,5.34,2.42,2.16,2.74,2.0
2.98,3.33,12.4,16.44,5.36,2.43,2.17,2.75,2.0
3.01,3.34,12.39,16.05,5.31,2.44,2.26,2.75,2.0
3.01,3.36,12.36,16.17,5.42,2.48,2.26,2.66,2.0
3.13,3.29,11.52,16.21,5.54,2.4,2.3,2.66,2.0
3.11,3.29,11.52,18.72,5.54,2.55,2.17,2.7,2.0
3.11,2.42,11.46,18.61,5.55,2.55,2.17,2.55,2.0
3.04,2.45,11.59,18.61,5.51,2.63,2.18,2.55,2.0
3.04,2.45,11.59,18.47,5.48,2.77,2.22,2.46,2.0
3.08,2.48,11.71,17.54,5.2,2.66,2.13,2.33,2.0
2.92,2.53,11.76,19.14,5.69,2.68,2.12,2.58,2.0
2.96,3.23,14.21,19.17,5.74,2.73,2.12,2.72,2.0
2.93,3.24,12.91,19.27,5.75,2.77,2.07,2.68,2.0
2.93,3.24,12.91,19.81,5.75,2.74,2.09,2.68,2.0
2.93,3.4,12.88,20.69,5.73,2.69,2.07,2.6,2.0
2.8,3.36,12.56,20.88,5.93,2.58,2.06,2.64,2.0
2.77,3.32,11.91,17.56,4.38,2.37,1.75,2.59,2.0
2.77,3.38,12.06,17.59,4.35,2.45,1.69,2.55,2.0
2.71,3.36,12.16,17.59,4.3,2.32,1.76,2.75,2.0
2.71,3.38,12.19,17.52,4.35,2.32,1.53,2.27,2.0
2.81,2.88,10.3,17.51,4.47,2.32,1.52,2.52,2.0
2.84,2.8,10.38,17.62,4.44,2.36,1.5,2.52,2.0
2.88,2.79,10.38,17.66,4.44,2.36,1.36,2.64,2.0
3.08,2.79,10.46,17.43,4.16,2.32,1.38,2.65,2.0
3.15,2.87,10.29,17.55,3.96,2.48,1.32,2.64,2.0
3.27,2.85,10.29,14.72,3.94,2.32,1.41,2.6,2.0
3.25,2.85,10.53,16.68,4.53,2.36,1.26,2.51,2.0
3.27,2.85,10.39,16.68,4.53,2.43,1.32,2.55,2.0
3.21,2.85,10.38,16.5,4.48,2.36,1.26,2.59,2.0
3.21,2.85,10.19,16.07,4.48,2.36,1.26,2.59,2.0
3.09,2.85,10.07,14.48,3.59,2.36,1.43,2.5,2.0
3.02,2.42,6.38,14.51,3.54,2.52,1.43,2.43,2.0
3.21,2.5,7.84,14.41,3.65,2.43,1.43,2.43,2.0
3.21,2.51,7.87,13.21,3.65,2.44,1.48,2.4,2.0
3.08,2.35,7.74,13.88,4.14,2.41,1.5,2.41,2.0
3.08,2.3,7.58,13.66,4.24,2.41,1.52,2.38,2.0
3.27,2.26,7.34,14.29,4.31,2.37,1.57,2.43,2.0
3.25,2.17,7.01,14.03,4.3,2.31,1.63,2.77,2.0
3.3,2.33,6.78,13.96,4.21,2.28,1.48,2.63,2.0
3.5,2.39,10.64,13.97,4.21,2.25,1.61,2.62,2.0
3.42,2.42,10.54,14.06,4.06,2.25,1.63,2.41,2.0
3.42,2.46,11.27,13.89,4.06,2.25,1.63,2.49,2.0
3.47,2.47,11.27,13.81,4.25,2.28,1.63,2.32,2.0
3.29,2.47,11.23,13.76,4.26,2.37,1.61,2.32,2.0
4.1,2.97,11.99,13.51,4.38,2.57,1.83,3.22,2.0
4.15,2.97,12.0,13.46,4.43,2.65,1.72,3.26,2.0
4.17,3.05,12.0,10.91,3.83,2.62,1.72,3.29,2.0
4.17,3.02,12.57,11.1,3.82,2.46,1.67,3.32,2.0
